Index,Name,ActionCategory,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Range,PrimaryCost{Type},PrimaryCost{Value},SecondaryCost{Type},SecondaryCost{Value},Action{Combo},PreservesCombo,Cast<100ms>,Recast<100ms>,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Status{GainSelf},ClassJobCategory,,AffectsPosition,Omen,IsPlayerAction
2346,Astral Punch,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,4,FALSE
2347,Ancient Flare,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,60,300,0,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
2348,Aura,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,35,0,0,0,0,5,7,0,0,0,FALSE,FALSE,57,FALSE
2349,Blood Moon,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2350,Iron Justice,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,5,FALSE
2351,Deathstream,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,150,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2352,Terror Eye,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,60,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2353,Vile Utterance,4,-1,0,0,FALSE,60,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,56,FALSE
2354,Double Axe Handle,3,-1,0,0,FALSE,6,0,0,0,0,0,FALSE,0,100,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2355,Knuckle Press,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
2356,Burning Rave,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,35,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2357,Burning Rave,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,35,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2358,Aura Cannon,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,100,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
2359,Ancient Quake,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,4,0,0,0,FALSE,FALSE,0,FALSE
2360,Festal Cant,13,0,0,0,FALSE,20,0,0,34,0,0,FALSE,0,25,58,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2361,Ancient Quaga,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2362,Unholy,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,100,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2363,Comet Impact,4,-1,0,0,FALSE,100,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2364,Meteor Impact,4,-1,0,0,FALSE,100,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2365,Aetherochemical Reaction,4,-1,0,0,FALSE,100,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2366,Aetherochemical Explosion,4,-1,0,0,FALSE,100,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2367,Imperium,3,-1,0,0,FALSE,60,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2368,Lightning Bolt,4,-1,0,0,FALSE,60,0,0,0,0,0,FALSE,25,60,0,0,0,5,5,0,0,0,FALSE,FALSE,1,FALSE
2369,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2370,Thunderbolt,2,-1,0,0,FALSE,48,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,55,FALSE
2371,Mini,4,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2372,The Last Bout,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2373,The Last Dance,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2374,The Last Song,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2375,Plasma Release,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
2376,The Last Song,4,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2377,Pyrotechnics,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2378,Pyrotechnics,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2379,Coloratura,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
2380,Firaga Forte,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
2381,Tremblor,2,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,30,120,0,0,0,5,4,0,0,0,FALSE,FALSE,1,FALSE
2382,Blizzaga Forte,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,2,0,0,0,FALSE,FALSE,1,FALSE
2383,Thundaga Forte,4,-1,0,0,FALSE,60,0,0,0,0,0,FALSE,35,0,0,0,0,5,5,0,0,0,FALSE,FALSE,53,FALSE
2384,Thundaga Forte,4,-1,0,0,FALSE,60,0,0,0,0,0,FALSE,35,0,0,0,0,5,5,0,0,0,FALSE,FALSE,53,FALSE
2385,Midwinter Tragedy,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2386,Ranine Comedy,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2387,ガーディアン：ブレス：詠唱無し,4,-1,0,0,FALSE,60,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2388,Conductivity,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
2389,Quick Nock,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2390,Inhumanity,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2391,Rotting Arrow,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,2,3,0,0,0,FALSE,FALSE,0,FALSE
2392,Wallop,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,60,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2393,Tantrum,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2394,Spontaneous Combustion,3,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2395,Death Throes,4,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2396,Iron Justice,3,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,5,FALSE
2397,Cloudcover,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2398,Black Nebula,3,-1,0,0,FALSE,10,0,0,0,0,0,FALSE,25,60,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2399,Soul Burst,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2400,Spirit Burst,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2401,Soul Charge,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2402,Red Wedding,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
2403,Eyes for You,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2404,Head over Heels,2,-1,0,0,FALSE,50,0,0,0,0,0,FALSE,0,0,0,0,0,6,7,0,0,0,FALSE,FALSE,0,FALSE
2405,In Sickness and in Health,2,-1,0,0,FALSE,50,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2406,Desolation,2,-1,0,0,FALSE,55,0,0,0,0,0,FALSE,25,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
2407,Terror Eye,2,-1,0,0,FALSE,55,0,0,0,0,0,FALSE,25,60,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2408,Spiral Spin,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2409,Desolation,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,23,60,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
2410,Level X Petrify,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,16,60,0,0,0,0,0,0,0,0,FALSE,FALSE,4,FALSE
2411,Stone,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,50,58,0,0,5,4,0,0,0,TRUE,FALSE,0,FALSE
2412,Grim Fate,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,35,60,0,0,0,1,7,0,0,0,FALSE,FALSE,4,FALSE
2413,Heartburn,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,35,60,0,0,0,5,1,0,0,0,FALSE,FALSE,1,FALSE
2414,Elbow Drop,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,35,60,0,0,0,3,7,0,0,0,FALSE,FALSE,5,FALSE
2415,Double Smash,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,35,60,0,0,0,3,7,0,0,0,FALSE,FALSE,5,FALSE
2416,100-tonze Swipe,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,40,60,0,0,0,3,7,0,0,0,FALSE,FALSE,5,FALSE
2417,100-tonze Swing,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,50,60,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
2418,Glower,3,-1,0,0,FALSE,12,0,0,0,0,0,FALSE,30,60,0,0,0,5,5,0,0,0,FALSE,FALSE,2,FALSE
2419,Eye of the Beholder,3,-1,0,0,FALSE,13,0,0,0,0,0,FALSE,40,60,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
2420,Burning Cyclone,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,25,60,0,0,0,5,1,0,0,0,FALSE,FALSE,5,FALSE
2421,Levinshower,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,25,60,0,0,0,5,5,0,0,0,FALSE,FALSE,5,FALSE
2422,Bad Breath,2,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,60,280,0,0,0,0,0,0,0,0,TRUE,FALSE,5,FALSE
2423,Vine Probe,3,-1,0,0,FALSE,4,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2424,Boulder Clap,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,35,140,0,0,0,3,7,0,0,0,FALSE,FALSE,5,FALSE
2425,Rockslide,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,25,140,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
2426,Self-destruct,3,-1,0,0,FALSE,3,2,0,0,0,0,FALSE,0,10,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
2427,Petribreath,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,900,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2428,Numbing Breath,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,900,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2429,Poison Breath,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,600,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2430,Terror Eye,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,35,60,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2431,Burst,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,30,0,0,0,5,1,0,0,0,FALSE,FALSE,1,FALSE
2432,attack,1,-1,0,0,FALSE,3,0,0,0,0,0,TRUE,0,30,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2433,Sweet Steel,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,35,60,0,0,0,1,7,0,0,0,FALSE,FALSE,5,FALSE
2434,Magitek Cannon,12,0,0,0,FALSE,30,0,0,25,0,0,FALSE,0,25,75,0,0,5,1,0,0,1,FALSE,FALSE,0,FALSE
2435,Photon Stream,12,0,0,0,FALSE,0,0,0,25,0,0,FALSE,0,25,75,0,0,5,1,0,0,1,FALSE,FALSE,0,FALSE
2436,Fiery Breath,12,0,0,0,FALSE,0,0,0,25,0,0,FALSE,0,25,75,0,0,5,1,0,0,1,FALSE,FALSE,0,FALSE
2437,Sneeze,12,0,0,0,FALSE,0,0,0,25,0,0,FALSE,0,25,75,0,0,5,7,0,0,1,FALSE,FALSE,0,FALSE
2438,Aura Curtain,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2439,Cavatina,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2440,Cavatina,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2441,Curtain Call,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,150,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
2442,Diamond Dust,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
2443,Toad Breath,13,0,0,0,FALSE,4,0,0,34,0,0,FALSE,0,25,58,0,0,5,1,0,0,1,FALSE,FALSE,0,FALSE
2444,Void Fire II,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,35,60,0,0,0,5,1,0,0,0,TRUE,FALSE,1,FALSE
2445,Salivous Snap,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,120,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2446,attack,1,-1,0,0,FALSE,100,0,0,0,0,0,TRUE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2447,Oculus,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,30,60,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2448,Low Peal,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,200,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
2449,Deep Chill,2,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2450,Inner Demons,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,400,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2451,Frost Blade,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2452,Melt,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2453,Frost Staff,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2454,Icebrand,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2455,Hailstorm,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2456,Hailstorm,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
2457,Permafrost,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,10,0,0,0,0,5,2,0,0,0,FALSE,FALSE,59,FALSE
2458,attack,4,-1,0,0,FALSE,5,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2459,attack,4,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2460,Absolute Zero,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
2461,Dreams of Ice,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2462,Icicle Impact,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,2,0,0,0,FALSE,FALSE,58,FALSE
2463,attack,4,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2464,Heavenly Strike,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2465,Glacier Bash,4,-1,0,0,FALSE,8,0,0,0,0,0,FALSE,30,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2466,Diamond Dust,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,90,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
2467,透明：シヴァ：凍結レクト：ノックバック用,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2468,Whiteout,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2469,,14,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2470,,14,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2471,,14,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2472,,14,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2473,,14,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2474,,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2475,Brackish Rain,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,60,0,0,0,5,6,0,0,0,FALSE,FALSE,4,FALSE
2476,Brackish Drop,3,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,25,60,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
2477,Hatch,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,300,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2478,Wings of Woe,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,60,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2479,Flounder,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,60,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
2480,Big Scissors,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,60,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2481,Bubble Bath,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,60,0,0,0,0,0,0,0,0,FALSE,FALSE,3,FALSE
2482,Final Sting,3,-1,0,0,FALSE,6,2,0,0,0,0,FALSE,40,200,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2483,,5,0,0,0,FALSE,0,9,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,0,FALSE
2484,Bloody Caress,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2485,Thorn Whip,0,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2486,Thorn Whip,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2487,Briary Growth,0,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2488,Floral Trap,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2489,Flower Devour,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2490,Spit,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
2491,Spit,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2492,Viscid Emission,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2493,Blighted Bouquet,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2494,Leafstorm,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2495,Leafstorm,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2496,Leafstorm,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2497,Swarm,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2498,Acid Rain,0,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2499,Acid Rain,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,25,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
2500,Rotten Stench,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2501,Leafstorm,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
2502,Sharp Sting,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2503,Terminal Sting,3,-1,0,0,FALSE,100,2,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2504,Acid Spray,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
2505,Acid Cloud,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2506,Acid Ooze,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2507,Tail Slap,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2508,Red Lotus Blade,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,1,1,0,0,0,FALSE,FALSE,0,FALSE
2509,Circle of Flames,0,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
2510,Circle Blade,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,0,0,0,0,1,7,0,0,0,FALSE,FALSE,1,FALSE
2511,Cursed Voice,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2512,Petrifying Voice,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2513,Hysteric Smash,0,-1,0,0,FALSE,80,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2514,Cursed Shriek,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2515,Petrifying Shriek,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2516,Petrifaction,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2517,Venomous Tail,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
2518,Venomous Tail,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
2519,Tail Slap,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
2520,Circle Blade,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,0,0,0,0,1,7,0,0,0,FALSE,FALSE,1,FALSE
2521,Bravery,0,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
