Index,Job,Name,Description,Cast,Cooldown
29405,MCH,Drill,"Delivers a ranged attack with a potency of 10,000.
Potency is increased to 20,000 while under the effect of Analysis.
Ignores the effects of Guard when dealing damage.
Additional Effect: Grants Bioblaster Primed
Maximum Charges: 2
Can only be executed while under the effect of Drill Primed.
This weaponskill does not share a recast timer with any other actions.

※Action changes to Bioblaster while under the effect of Bioblaster Primed.",0.0,10.0
29406,MCH,Bioblaster,"Delivers an attack with a potency of 4,000 to all enemies in a cone before you.
Additional Effect: Doubles potency and afflicts target with Heavy +75% while under the effect of Analysis
Duration: 5s
Additional Effect: Damage over time
Potency: 4,000
Duration: 12s
Doubled potency does not apply to damage over time effect.
Additional Effect: Grants Air Anchor Primed
Maximum Charges: 2
Can only be executed while under the effect of Bioblaster Primed.
This weaponskill does not share a recast timer with any other actions.

※Action changes to Air Anchor while under the effect of Air Anchor Primed.
※This action cannot be assigned to a hotbar.",0.0,10.0
29407,MCH,Air Anchor,"Delivers a ranged attack with a potency of 8,000.
Additional Effect: Bind
Duration: 3s
Additional Effect: Potency is increased by 50%, and the Bind effect becomes Stun while under the effect of Analysis
Duration: 3s
Additional Effect: Grants Chain Saw Primed
Maximum Charges: 2
Can only be executed while under the effect of Air Anchor Primed.
This weaponskill does not share a recast timer with any other actions.

※Action changes to Chain Saw while under the effect of Chain Saw Primed.
※This action cannot be assigned to a hotbar.",0.0,10.0
36978,MCH,Blazing Shot,"Delivers an attack with a potency of 220.
Additional Effect: Reduces the recast time of both Double Check and Checkmate/Reduces the recast time of both Gauss Round and Ricochet/Reduces the recast time of both Gauss Round and Ricochet/ by 15s
Can only be executed when firearm is Overheated.
This weaponskill does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",0.0,2.5
29409,MCH,Wildfire,"Covers target's body in a slow-burning pitch. Deals damage to target and all enemies within 5 yalms when time expires.
Duration: 7s
Potency is increased by 4,000 for each of your own attack actions you land prior to the end of the effect. Landing 3 attack actions will cause the slow-burning pitch to detonate immediately.",0.0,20.0
2878,MCH,Wildfire,"Covers target's body in a slow-burning pitch. Action is changed to Detonator for the duration of the effect.
Deals damage when time expires or upon executing Detonator.
Potency is increased by 240/100/ for each of your own weaponskills you land prior to the end of the effect.
Can be stacked up to 6 times.
Duration: 10s",0.0,120.0
29413,MCH,Aether Mortar,"Deals unaspected damage with a potency of 6,000 to all nearby enemies.
Additional Effect: Increases target's damage taken by 10%
Duration: 7s
Additional Effect: Creates a barrier that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s

※This action cannot be assigned to a hotbar.",1.0,1.0
7410,MCH,Heat Blast,"Delivers an attack with a potency of 200.
Additional Effect: Reduces the recast time of both Gauss Round and Ricochet by 15s
Can only be executed when firearm is Overheated.
This weaponskill does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",0.0,2.5
7411,MCH,Heated Split Shot,"Delivers an attack with a potency of 220/200/180/./
Additional Effect: Increases Heat Gauge by 5",0.0,2.5
7412,MCH,Heated Slug Shot,"Delivers an attack with a potency of 140/120/100/.
Combo Action: Heated Split Shot
Combo Potency: 320/300/280/
Combo Bonus: Increases Heat Gauge by 5",0.0,2.5
7413,MCH,Heated Clean Shot,"Delivers an attack with a potency of 140/120/100/.
Combo Action: Heated Slug Shot
Combo Potency: 400/380/360/
Combo Bonus: Increases Heat Gauge by 5/
Combo Bonus: Increases Battery Gauge by 10",0.0,2.5
7414,MCH,Barrel Stabilizer,"Grants Hypercharged.
Duration: 30s Additional Effect: Grants Full Metal Machinist
Duration: 30s Can only be executed while in combat.",0.0,120.0
7415,MCH,Rook Overdrive,"Orders the rook autoturret to use Rook Overload.
Rook Overload Potency: 160
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 320.
The rook autoturret shuts down after execution. If this action is not used manually while the rook autoturret is active, it will be triggered automatically immediately before shutting down.
Shares a recast timer with Rook Autoturret.",0.0,15.0
7416,MCH,Rook Overload,"Delivers an attack with a potency of 160.
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 320.
The rook autoturret shuts down after execution. If this action is not used manually while the rook autoturret is active, it will be triggered automatically immediately before shutting down.

※This action cannot be assigned to a hotbar.",0.0,0.0
7418,MCH,Flamethrower,"Delivers damage over time to all enemies in a cone before you.
Potency: 80
Duration: 10s
Effect ends upon using another action or moving (including facing a different direction).
Cancels auto-attack upon execution.
Triggers the cooldown of weaponskills upon execution. Cannot be executed during the cooldown of weaponskills.",0.0,60.0
25788,MCH,Chain Saw,"Delivers an attack to all enemies in a straight line before you with a potency of 600 for the first enemy, and 65% less for all remaining enemies.
Additional Effect: Increases Battery Gauge by 20 Additional Effect: Grants Excavator Ready
Duration: 30s This weaponskill does not share a recast timer with any other actions.",0.0,60.0
25787,MCH,Crowned Collider,"Delivers an attack with a potency of 390.
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 780.
The Automaton Queen shuts down after execution. If this action is not used manually while the Automaton Queen is active, it will be triggered automatically immediately before shutting down.

※This action cannot be assigned to a hotbar.",0.0,0.0
25786,MCH,Scattergun,"Delivers an attack with a potency of 160/150/ to all enemies in a cone before you.
Additional Effect: Increases Heat Gauge by 10",0.0,2.5
36982,MCH,Full Metal Field,"Delivers a critical direct hit to target and all enemies nearby it with a potency of 700 for the first enemy, and 50% less for all remaining enemies.
Damage dealt is increased when under an effect that raises critical hit rate or direct hit rate.
This action is not affected by Reassemble.
Can only be executed while under the effect of Full Metal Machinist.",0.0,2.5
2864,MCH,Rook Autoturret,"Deploys a single-target battle turret which attacks using Volley Fire, dealing damage with a potency of 35.
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 75.
Battery Gauge Cost: 50
Duration: 9s
Consumes Battery Gauge upon execution.
Shuts down when time expires or upon execution of Rook Overdrive.
Shares a recast timer with Rook Overdrive.",0.0,6.0
29412,MCH,Bishop Autoturret,"Deploys an area of effect battle turret which will deliver auto-attacks to enemies within range with a potency of 6,000.
Duration: 10s
Additional Effect: Increases target's damage taken by 10%
Duration: 7s
Additional Effect: Creates a barrier that absorbs damage equivalent to a heal of 6,000 potency
Duration: 7s",0.0,30.0
2868,MCH,Slug Shot,"Delivers an attack with a potency of 100.
Combo Action: Split Shot or Heated Split Shot
Combo Potency: 210/
Combo Bonus: Increases Heat Gauge by 5",0.0,2.5
29414,MCH,Analysis,"Grants additional effects to Drill, Bioblaster, Air Anchor, and Chain Saw when these weaponskills are executed.
Duration: 10s
Drill Additional Effect: Potency is increased to 200%
Bioblaster Additional Effect: Doubles potency and afflicts target with Heavy +75%
Air Anchor Additional Effect: Potency is increased by 50% and the Bind effect becomes Stun
Chain Saw Additional Effect: Potency is increased by 50%
Maximum Charges: 2",0.0,20.0
29415,MCH,Marksman's Spite,"Delivers a ranged attack with a potency of 36,000.
Can only be executed when the limit gauge is full.
Gauge Charge Time: 90s",0.0,10.0
17206,MCH,Roller Dash,"Rushes target and delivers an attack with a potency of 240.
Potency increases as Battery Gauge exceeds required cost at time of deployment, up to a maximum of 480.

※This action cannot be assigned to a hotbar.",0.0,3.0
17209,MCH,Hypercharge,"Grants 5 stacks of Overheated/, each stack allowing the execution of Blazing Shot/Heat Blast/Heat Blast/ or Auto Crossbow/.
Duration: 10s
Overheated Effect: Increases the potency of single-target weaponskills by 20
Heat Gauge Cost: 50
Overheated effect only applicable to machinist job actions.",0.0,10.0
2890,MCH,Ricochet,"Deals damage to all nearby enemies with a potency of 130 for the first enemy, and 50% less for all remaining enemies.
Maximum Charges: 3/2",0.0,30.0
2887,MCH,Dismantle,"Lowers target's damage dealt by 10%.
Duration: 10s",0.0,120.0
2876,MCH,Reassemble,"Guarantees that next weaponskill is a critical direct hit.
Duration: 5s
Increases damage dealt when under an effect that raises critical hit rate or direct hit rate.
This action does not affect damage over time effects./
Maximum Charges: 2",0.0,55.0
2874,MCH,Gauss Round,"Delivers an attack with a potency of 130.
Maximum Charges: 3/2",0.0,30.0
2873,MCH,Clean Shot,"Delivers an attack with a potency of 100.
Combo Action: Slug Shot or Heated Slug Shot
Combo Potency: 270/
Combo Bonus: Increases Heat Gauge by 5/
Combo Bonus: Increases Battery Gauge by 10",0.0,2.5
2866,MCH,Split Shot,"Delivers an attack with a potency of 140./
Additional Effect: Increases Heat Gauge by 5",0.0,2.5
2870,MCH,Spread Shot,"Delivers an attack with a potency of 140 to all enemies in a cone before you./
Additional Effect: Increases Heat Gauge by 5",0.0,2.5
2872,MCH,Hot Shot,"Delivers an attack with a potency of 240./
Additional Effect: Increases Battery Gauge by 20/
This weaponskill does not share a recast timer with any other actions.",0.0,40.0
4262,MNK,Form Shift,"Grants Formless Fist to self, allowing the execution of a weaponskill that requires a certain form, without being in that form.
Duration: 30s
Any additional effects associated with the executed action will also be applied.",0.0,2.5
25761,MNK,Steel Peak,"Delivers an attack with a potency of 180.
Can only be executed while in combat and under the effect of five Chakra. Five chakra close upon execution.",0.0,1.0
25767,MNK,Shadow of the Destroyer,"Delivers an attack with a potency of 110 to all nearby enemies.
Opo-opo Form Bonus: Guarantees a critical hit
Damage dealt is increased when under an effect that raises critical hit rate.
Additional Effect: Changes form to raptor
Duration: 30s",0.0,2.5
25766,MNK,Riddle of Wind,"Reduces auto-attack delay by 50%.
Duration: 15s/
Additional Effect: Grants Wind's Rumination
Duration: 15s",0.0,90.0
25765,MNK,Celestial Revolution,"Delivers an attack with a potency of 450.
Additional Effect: Opens the Lunar Nadi
If the Lunar Nadi is already open, opens the Solar Nadi instead.
Additional Effect: Grants Formless Fist, allowing the execution of a weaponskill that requires a certain form, without being in that form
Duration: 30s
Any additional effects associated with the executed action will also be applied.
Can only be executed while under the effect of three Beast Chakra.

※This action cannot be assigned to a hotbar.
※Masterful Blitz changes to Celestial Revolution when requirements for execution are met.",0.0,2.5
25764,MNK,Masterful Blitz,"Strike the enemy with a technique fueled by the power of your Beast Chakra.
The technique used is determined by the number of different types of Beast Chakra opened.
1 Beast Chakra Type: Elixir Burst/Elixir Field/Elixir Field/
2 Beast Chakra Types: Celestial Revolution
3 Beast Chakra Types: Rising Phoenix/Flint Strike/Flint Strike/
3 Beast Chakra and Both Nadi: Phantom Rush/Tornado Kick/Tornado Kick",0.0,2.5
25882,MNK,Flint Strike,"Delivers an attack to all nearby enemies with a potency of 600 for the first enemy, and 70% less for all remaining enemies.
Additional Effect: Opens the Solar Nadi
Additional Effect: Grants Formless Fist, allowing the execution of a weaponskill that requires a certain form, without being in that form
Duration: 30s
Any additional effects associated with the executed action will also be applied.
Can only be executed while under the effect of three distinct Beast Chakra.

※This action cannot be assigned to a hotbar.
※Masterful Blitz changes to Flint Strike when requirements for execution are met.",0.0,2.5
